FECHA_PRECIO,ANIO_PRECIO,MES_PRECIO,DIA_PRECIO,DEPARTAMENTO_EDS,MUNICIPIO_EDS,NOMBRE_COMERCIAL_EDS,PRECIO_PROMEDIO_PUBLICADO,TIPO_COMBUSTIBLE,CODIGO_MUNICIPIO_DANE,LATITUD_MUNICIPIO,LONGITUD_MUNICIPIO
2024-09-01,2024,09,01,SANTANDER,BUCARAMANGA,CAMOVA,2299,GNCV,68001,7.1558337212,-73.1115722656
2024-07-01,2024,07,01,SANTANDER,BUCARAMANGA,CAMOVA,2249,GNCV,68001,7.1558337212,-73.1115722656
2024-10-01,2024,10,01,CUNDINAMARCA,CHIA,CHIA EDS - GNV,2787,GNCV,25175,4.8578238487,-74.0380935669
2024-10-01,2024,10,01,CALDAS,MANIZALES,ESTACIÓN DE SERVICIO CALDAS,3324,GNCV,17001,5.0834331512,-75.5072784424
2024-10-01,2024,10,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO COMBUSCOL EL DORADO,2718,GNCV,11001,4.6529541016,-74.0835647583
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIOS LAS CEIBAS CALI S.A.S.,3336,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO TERPEL CAÑAVERALEJO - GNV,3367,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,RISARALDA,PEREIRA,EDS SANTA HELENA,2869,GNCV,66001,4.8036627769,-75.795791626
2024-10-01,2024,10,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO COMBUSCOL HEROES,2717,GNCV,11001,4.6529541016,-74.0835647583
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO AUTOMOTRIZ GUADUALES GNV,3367,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,EDS AMARILLO Y CREMA GNV,3102,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO LAS FLORES,2358,GNCV,11001,4.6529541016,-74.0835647583
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,VALLE DE LILI - GNV,3117,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,ATLANTICO,BARRANQUILLA,ESTACION DE SERVICIO TERPEL PUERTA DE ORO - GNV,2331,GNCV,08001,10.9815206528,-74.8277130127
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO GNV LA 25,3108,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,VALLE DEL CAUCA,PALMIRA,ESTACION DE SERVICIO TERPEL PALMIRANA GNV,3356,GNCV,76520,3.5583927631,-76.2277984619
2024-10-01,2024,10,01,TOLIMA,IBAGUE,E.D.S. VELOGAS,2515,GNCV,73001,4.451921463,-75.2525939941
2024-10-01,2024,10,01,ANTIOQUIA,MEDELLIN,ESTACION DE SERVICIO TERPEL LA AMERICA - GNV,3099,GNCV,05001,6.2575902939,-75.6110305786
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,EDS CENCOSUD SIMON BOLIVAR GNV,3117,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,ANTIOQUIA,MEDELLIN,EDS ESSO AVENIDA ORIENTAL,2995,GNCV,05001,6.2575902939,-75.6110305786
2024-10-01,2024,10,01,QUINDIO,CALARCA,EDS LA METRO GNV,2824,GNCV,63130,4.4678792953,-75.6567459106
2024-10-01,2024,10,01,QUINDIO,ARMENIA,EDS LA GALAN,3076,GNCV,63001,4.4995012283,-75.724899292
2024-10-01,2024,10,01,MAGDALENA,SANTA MARTA,ESTACION DE SERVICIO AUTOMOTRIZ MANZANARES,2579,GNCV,47001,11.1218948364,-73.8852767944
2024-10-01,2024,10,01,ANTIOQUIA,MEDELLIN,ESTACION DE SERVICIO ZULY,3099,GNCV,05001,6.2575902939,-75.6110305786
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,EDS LA CASONA GNV,3368,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,CALDAS,MANIZALES,EDS TERPEL TERMINAL TRANSPORTES DE MANIZALES - GNV,3164,GNCV,17001,5.0834331512,-75.5072784424
2024-10-01,2024,10,01,CAUCA,POPAYAN,CENTROCARROS DEL NORTE,3598,GNCV,19001,2.4717042446,-76.5919418335
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO GNV PRADOS DEL NORTE,3105,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,RISARALDA,PEREIRA,CORAL GAS LTDA.,2770,GNCV,66001,4.8036627769,-75.795791626
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,ESTACIÓN DE SERVICIO LA MILAGROSA,2840,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,BOLIVAR,CARTAGENA DE INDIAS,ESTACION DE SERVICIO TERNERA GNV,2561,GNCV,13001,10.4634332657,-75.4589004517
2024-10-01,2024,10,01,RISARALDA,PEREIRA,ESTACION DE SERVICIO GNV LA 17,2812,GNCV,66001,4.8036627769,-75.795791626
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,EDS TERPEL EL LIMONAR - GNV,3117,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,ATLANTICO,BARRANQUILLA,ESTACION DE SERVICIO SAN FRANCISCO,2590,GNCV,08001,10.9815206528,-74.8277130127
2024-10-01,2024,10,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE COMBUSTIBLE AUTOBOYACA,2350,GNCV,11001,4.6529541016,-74.0835647583
2024-10-01,2024,10,01,ANTIOQUIA,BELLO,ESTACION DE SERVICIO MADEROS,2795,GNCV,05088,6.3588409424,-75.5897369385
2024-10-01,2024,10,01,ANTIOQUIA,MEDELLIN,EDS EL RODEO GNV,3099,GNCV,05001,6.2575902939,-75.6110305786
2024-10-01,2024,10,01,MAGDALENA,SANTA MARTA,EDS ESTADIO GNV,2579,GNCV,47001,11.1218948364,-73.8852767944
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,ESTACIÓN DE SERVICIO CUIDAD MODELO,2790,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,ATLANTICO,BARRANQUILLA,GASXI 76 GNCV,2665,GNCV,08001,10.9815206528,-74.8277130127
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,ESTACIÓN DE SERVICIO GAS & COM AUTO 15,2995,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,MAGDALENA,SANTA MARTA,EDS GAZEL EL SURTIDOR,2579,GNCV,47001,11.1218948364,-73.8852767944
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,EDS EL SAMÁN,2890,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,EDS PACARA GNV,3097,GNCV,76001,3.3990437984,-76.5764923096
2024-10-01,2024,10,01,SANTANDER,BUCARAMANGA,ESTACIÓN DE SERVICIO LA 27 - EDS LA 27,2399,GNCV,68001,7.1558337212,-73.1115722656
2024-10-01,2024,10,01,RISARALDA,PEREIRA,ESTACIÓN DE SERVICIO GNV SAN GABRIEL,2869,GNCV,66001,4.8036627769,-75.795791626
2025-01-01,2025,01,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIOS LAS CEIBAS CALI S.A.S.,3513,GNCV,76001,3.3990437984,-76.5764923096
2025-01-01,2025,01,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO GNV LA 25,3040,GNCV,76001,3.3990437984,-76.5764923096
2025-01-01,2025,01,01,VALLE DEL CAUCA,PALMIRA,EDS GNV PALMIRA,3529,GNCV,76520,3.5583927631,-76.2277984619
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,ESTACION DE SIETE DE ABRIL GNV,2802,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,CESAR,VALLEDUPAR,EDS TERPEL LA VALLENATA GNV,2911,GNCV,20001,10.2189025879,-73.4578475952
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,EDS GNV LA CEIBA,2897,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP CALLE 191,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,GAZEL PASEO BOLIVAR,2688,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,ESTACION DE SERVICIO TERPEL PUERTA DE ORO - GNV,2688,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,VALLE DEL CAUCA,TULUA,EDS SERVICENTRO TERMINAL TULUA,3510,GNCV,76834,4.0284080505,-76.0325012207
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP SAN BERNARDINO,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,EDS VIA 40 GNV,2947,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,VALLE DEL CAUCA,CALI,CHIPICHAPE - GNV,3274,GNCV,76001,3.3990437984,-76.5764923096
2025-01-01,2025,01,01,SANTANDER,BARBOSA,ESTACIÓN DE SERVICIO AEROPUERTO BARBOSA,2339,GNCV,68077,5.9556174278,-73.6234512329
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM TEMPORAL NORTE,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,MAGDALENA,SANTA MARTA,EDS ESTADIO GNV,2897,GNCV,47001,11.1218948364,-73.8852767944
2025-01-01,2025,01,01,CESAR,BOSCONIA,EDS GNV EL MULERO,2848,GNCV,20060,9.9463911057,-73.8662872314
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM NORTE ACTUAL,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,VALLE DEL CAUCA,CALI,ESTACIÓN DE SERVICIO OPES PALERMO,3100,GNCV,76001,3.3990437984,-76.5764923096
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,EDS COESCO PRADO,2947,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,GAZEL AUTONOMA,2947,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM SUBA,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,ANTIOQUIA,MEDELLIN,ESTACION DE SERVICIO TERPEL LA 33 - GNV,3690,GNCV,05001,6.2575902939,-75.6110305786
2025-01-01,2025,01,01,VALLE DEL CAUCA,CALI,ESTACIÓN DE SERVICIO CUIDAD MODELO,3090,GNCV,76001,3.3990437984,-76.5764923096
2025-01-01,2025,01,01,CESAR,BOSCONIA,EDS TERPEL EL DIAMANTE GNV,2848,GNCV,20060,9.9463911057,-73.8662872314
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP UVAL,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,CUNDINAMARCA,MOSQUERA,ESTACION DE SERVICIO PUERTO VALLARTA,2519,GNCV,25473,4.6727142334,-74.2357330322
2025-01-01,2025,01,01,MAGDALENA,SANTA MARTA,EDS GAZEL EL SURTIDOR,2897,GNCV,47001,11.1218948364,-73.8852767944
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,GAZEL ALAMEDA,2797,GNCV,08001,10.9815206528,-74.8277130127
2024-11-01,2024,11,01,ATLANTICO,BARRANQUILLA,EDS GNV LA CEIBA,2515,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,MAGDALENA,SANTA MARTA,ESTACIÓN DE SERVICIO GASXI TAYRONA GNV,2897,GNCV,47001,11.1218948364,-73.8852767944
2024-11-01,2024,11,01,VALLE DEL CAUCA,TULUA,EDS TULUA GNV,3333,GNCV,76834,4.0284080505,-76.0325012207
2024-11-01,2024,11,01,ATLANTICO,MALAMBO,EDS AEROPUERTO BARRANQUILLA GNV,2331,GNCV,08433,10.8482885361,-74.8061752319
2025-01-01,2025,01,01,CALDAS,MANIZALES,GNV CAMPEROS DEL CAFÉ,3737,GNCV,17001,5.0834331512,-75.5072784424
2025-01-01,2025,01,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO AVENIDA SUR GAS VEHICULAR,3455,GNCV,76001,3.3990437984,-76.5764923096
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP PROSPERIDAD,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,ATLANTICO,PUERTO COLOMBIA,EDS CASTELLANA GNV,2932,GNCV,08573,11.0044221878,-74.9074020386
2024-11-01,2024,11,01,SANTANDER,BARBOSA,ESTACIÓN DE SERVICIO AEROPUERTO BARBOSA,2339,GNCV,68077,5.9556174278,-73.6234512329
2024-11-01,2024,11,01,VALLE DEL CAUCA,TULUA,EDS SERVICENTRO TERMINAL TULUA,3333,GNCV,76834,4.0284080505,-76.0325012207
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM TEMPORAL 80,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM TEMPORAL 80,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,CESAR,BOSCONIA,EDS TERPEL EL DIAMANTE GNV,2470,GNCV,20060,9.9463911057,-73.8662872314
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM AMERICAS,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO PATIO TUNAL,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP PROSPERIDAD,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO PATIO TUNAL,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO INDUSTRIAL BOYACA,2383,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,ATLANTICO,BARRANQUILLA,EDS RIBERA GNV,2435,GNCV,08001,10.9815206528,-74.8277130127
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP CALLE 191,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,VALLE DEL CAUCA,CALI,GREPACOL S.A,3200,GNCV,76001,3.3990437984,-76.5764923096
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO KENNEDY,2413,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS NQS CALLE 41,2299,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS MOBIL LOS ANDES,2333,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,ATLANTICO,BARRANQUILLA,ESTACION DE SIETE DE ABRIL GNV,2445,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,ATLANTICO,MALAMBO,EDS AEROPUERTO BARRANQUILLA GNV,2688,GNCV,08433,10.8482885361,-74.8061752319
2024-11-01,2024,11,01,META,CUMARAL,ESTACIÓN DE SERVICIO LA VICTORIA DE CUMARAL GNV,2589,GNCV,50226,4.2325263023,-73.3147735596
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,EDS CAMPO ALEGRE GNV,2932,GNCV,08001,10.9815206528,-74.8277130127
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP BRASIL,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO PATIO USME,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,SUCRE,COROZAL,DISMACARENA SAS,2879,GNCV,70215,9.1606245041,-75.2385787964
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP BRASIL,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO TERPEL CAÑAVERALEJO - GNV,3544,GNCV,76001,3.3990437984,-76.5764923096
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL GNV CIUDAD DE CALI,2703,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO PATIO USME,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,ESTACIÓN DE SERVICIO COLISEO S.A.,2947,GNCV,08001,10.9815206528,-74.8277130127
2024-11-01,2024,11,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO TERPEL LA CASONA,3368,GNCV,76001,3.3990437984,-76.5764923096
2024-11-01,2024,11,01,MAGDALENA,SANTA MARTA,ESTACIÓN DE SERVICIO GASXI TAYRONA GNV,2579,GNCV,47001,11.1218948364,-73.8852767944
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM SUBA,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,CUNDINAMARCA,COTA,EDS PATIO SITP SAN ANDRES,1899,GNCV,25214,4.7675466537,-74.1415557861
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS BRIO ALTAMAR,2299,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,CUNDINAMARCA,COTA,EDS PATIO SITP SAN ANDRES,1899,GNCV,25214,4.7675466537,-74.1415557861
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO AVENIDA 68,2293,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM AMERICAS,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,ATLANTICO,BARRANQUILLA,GAZEL ALAMEDA,2440,GNCV,08001,10.9815206528,-74.8277130127
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM TEMPORAL NORTE,1899,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,EDS RIBERA GNV,2792,GNCV,08001,10.9815206528,-74.8277130127
2024-11-01,2024,11,01,CESAR,BOSCONIA,EDS GNV EL MULERO,2495,GNCV,20060,9.9463911057,-73.8662872314
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO INCOCENTRO CALLE 49,2373,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO LOS COMUNEROS,2373,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,CORDOBA,PLANETA RICA,SERVICENTRO ESSO PLANETA RICA,2681,GNCV,23555,8.1811084747,-75.689239502
2024-11-01,2024,11,01,ATLANTICO,BARRANQUILLA,EDS VIA 40 GNV,2590,GNCV,08001,10.9815206528,-74.8277130127
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ORION,2299,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM NORTE ACTUAL,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,CUNDINAMARCA,COTA,EDS ESSO AUTOPISTA MEDELLÍN,2470,GNCV,25214,4.7675466537,-74.1415557861
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO CIUDAD SALITRE,2373,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP UVAL,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,SANTANDER,BUCARAMANGA,CAMOVA,2399,GNCV,68001,7.1558337212,-73.1115722656
2024-11-01,2024,11,01,ATLANTICO,BARRANQUILLA,GAZEL AUTONOMA,2590,GNCV,08001,10.9815206528,-74.8277130127
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO SANTANDER 19,2373,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO ERMITA CAPILLA,2313,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL LA JUANA - GNV,2700,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO QUIROGA,2313,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP SAN BERNARDINO,1899,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,CUNDINAMARCA,SOACHA,EDS SOACHA,2289,GNCV,25754,4.5818662643,-74.2402954102
2024-11-01,2024,11,01,VALLE DEL CAUCA,CALI,OPECOM EDS SILOE,3367,GNCV,76001,3.3990437984,-76.5764923096
2024-11-01,2024,11,01,CUNDINAMARCA,SOPO,EDS LA NUEVA DIANA,2399,GNCV,25758,4.8880600929,-73.9658737183
2024-11-01,2024,11,01,ATLANTICO,BARRANQUILLA,EDS CAMPO ALEGRE GNV,2575,GNCV,08001,10.9815206528,-74.8277130127
2024-11-01,2024,11,01,VALLE DEL CAUCA,CALI,CHIPICHAPE - GNV,3097,GNCV,76001,3.3990437984,-76.5764923096
2024-11-01,2024,11,01,VALLE DEL CAUCA,CALI,OPECOM EDS LA RIVERA,3160,GNCV,76001,3.3990437984,-76.5764923096
2024-11-01,2024,11,01,VALLE DEL CAUCA,CALI,EDS ALFONSO LOPEZ,3368,GNCV,76001,3.3990437984,-76.5764923096
2024-11-01,2024,11,01,CUNDINAMARCA,MOSQUERA,EDS AUTOGAS CRUCE MOSQUERA,2445,GNCV,25473,4.6727142334,-74.2357330322
2024-11-01,2024,11,01,VALLE DEL CAUCA,YUMBO,PETROLGAS GNV,3093,GNCV,76892,3.5959136486,-76.5109863281
2025-01-01,2025,01,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO SANTANDER 19,2669,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO AVENIDA SUR GAS VEHICULAR,3278,GNCV,76001,3.3990437984,-76.5764923096
2025-01-01,2025,01,01,SANTANDER,PIEDECUESTA,ESTACIÓN DE SERVICIO GNV MI ISLA S.A.S.,3400,GNCV,68547,6.9708209038,-73.0148086548
2024-11-01,2024,11,01,BOYACA,DUITAMA,LA AVENIDA GN,2329,GNCV,15238,5.8906025887,-73.0670928955
2024-11-01,2024,11,01,ANTIOQUIA,MEDELLIN,ESTACIÓN DE SERVICIOS EPM LA 30,3050,GNCV,05001,6.2575902939,-75.6110305786
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO PRADERA DE SUBA,2399,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,ANTIOQUIA,APARTADO,EPM NAVARRA,2665,GNCV,05045,7.8604779243,-76.582359314
2024-11-01,2024,11,01,BOYACA,CHIQUINQUIRA,ESTACIÓN DE SERVICIO LA REINA,2469,GNCV,15176,5.6224880219,-73.8042449951
2024-11-01,2024,11,01,ANTIOQUIA,MEDELLIN,EPM U DE M,3050,GNCV,05001,6.2575902939,-75.6110305786
2025-01-01,2025,01,01,VALLE DEL CAUCA,CALI,EDS LA 70,3150,GNCV,76001,3.3990437984,-76.5764923096
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO MOBIL CALLE 170,2399,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,ANTIOQUIA,MEDELLIN,ESTACIÓN DE SERVICIOS EPM BELÉN,3050,GNCV,05001,6.2575902939,-75.6110305786
2024-11-01,2024,11,01,ANTIOQUIA,MEDELLIN,EPM CARIBE,3050,GNCV,05001,6.2575902939,-75.6110305786
2024-08-01,2024,08,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL JAVERIANA - GNV,2299,GNCV,11001,4.6529541016,-74.0835647583
2025-01-01,2025,01,01,ATLANTICO,BARRANQUILLA,EDS LA UNION GNV,2897,GNCV,08001,10.9815206528,-74.8277130127
2024-11-01,2024,11,01,ANTIOQUIA,SABANETA,EPM MAYORCA,3050,GNCV,05631,6.1383051872,-75.6088027954
2024-11-01,2024,11,01,VALLE DEL CAUCA,TULUA,ESTACIÓN DE SERVICIO TEXACO 26 TULUA,3150,GNCV,76834,4.0284080505,-76.0325012207
2024-11-01,2024,11,01,ANTIOQUIA,RIONEGRO,EPM AEROPUERTO JMC,3050,GNCV,05615,6.150785923,-75.4107589722
2024-09-01,2024,09,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL JAVERIANA - GNV,2692,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,ANTIOQUIA,MEDELLIN,EDS ESSO CASTILLA,2995,GNCV,05001,6.2575902939,-75.6110305786
2024-10-01,2024,10,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL JAVERIANA - GNV,2692,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO MUZU,2435,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,CASANARE,YOPAL,ESTACIÓN DE SERVICIO TRANSUNIDOS,1999,GNCV,85001,5.2427449226,-72.258026123
2024-11-01,2024,11,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO AMERICAS 2,2299,GNCV,11001,4.6529541016,-74.0835647583
2024-11-01,2024,11,01,SANTANDER,BUCARAMANGA,E.D.S BOLIVAR,2170,GNCV,68001,7.1558337212,-73.1115722656
2024-11-01,2024,11,01,BOYACA,SOGAMOSO,ESTACIÓN DE SERVICIO EL TERMINAL GN,2299,GNCV,15759,5.6466722488,-72.8709564209
2025-01-01,2025,01,01,ANTIOQUIA,MEDELLIN,EDS ESSO BOLIVARIANA,3990,GNCV,05001,6.2575902939,-75.6110305786
